@RELATION Points

@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE z NUMERIC
@ATTRIBUTE w NUMERIC
@ATTRIBUTE t NUMERIC

@DATA
8.07 , 3.94 , 7.87 , 6.98 , 9.42
12.00 , 5.59 , 4.87 , 4.17 , 4.78
6.69 , 1.22 , 8.57 , 10.75 , 2.63
11.75 , 6.05 , 5.10 , 3.96 , 4.82
6.84 , 1.10 , 9.28 , 10.82 , 3.27
12.07 , 6.00 , 5.13 , 3.75 , 4.96
12.33 , 5.82 , 5.11 , 3.88 , 4.69
12.08 , 5.73 , 5.08 , 3.81 , 4.98
7.94 , 4.30 , 7.90 , 6.69 , 9.17
6.85 , 0.59 , 8.79 , 11.20 , 2.87
11.57 , 6.12 , 4.94 , 4.18 , 5.27
12.18 , 6.01 , 4.91 , 3.89 , 5.18
11.59 , 5.72 , 5.00 , 3.77 , 5.06
9.67 , 8.03 , 1.39 , 4.99 , 10.08
7.95 , 4.06 , 7.92 , 7.23 , 9.41
7.07 , 0.97 , 9.01 , 11.00 , 2.82
5.12 , 9.12 , 11.33 , 10.17 , 11.55
7.04 , 1.02 , 9.14 , 11.13 , 2.84
11.81 , 6.33 , 4.97 , 4.13 , 4.95
12.23 , 5.98 , 4.70 , 3.96 , 5.00
11.93 , 6.02 , 5.07 , 3.72 , 4.62
11.91 , 6.06 , 4.79 , 4.06 , 5.18
7.01 , 0.76 , 8.67 , 11.08 , 3.01
7.29 , 0.88 , 9.17 , 10.90 , 3.18
6.89 , 1.20 , 9.31 , 11.20 , 2.91
8.12 , 3.76 , 8.33 , 7.04 , 8.69
11.99 , 5.97 , 5.24 , 4.13 , 4.77
6.52 , 1.07 , 9.37 , 11.46 , 2.78
5.13 , 8.96 , 10.93 , 10.13 , 11.92
12.09 , 5.89 , 5.62 , 4.03 , 5.21
8.28 , 4.12 , 8.06 , 7.27 , 8.94
4.92 , 9.24 , 10.98 , 10.13 , 11.95
9.81 , 8.22 , 1.00 , 5.32 , 10.23
4.96 , 9.18 , 11.02 , 9.65 , 11.70
12.20 , 6.51 , 4.87 , 3.92 , 4.79
8.18 , 3.97 , 7.84 , 6.79 , 9.09
6.80 , 0.87 , 9.09 , 11.03 , 3.04
6.72 , 0.98 , 8.68 , 11.19 , 3.17
12.11 , 6.19 , 4.97 , 3.82 , 5.09
5.31 , 8.68 , 11.01 , 10.19 , 11.73
5.05 , 8.82 , 10.46 , 10.06 , 12.16
11.88 , 5.88 , 5.14 , 3.97 , 5.02
7.96 , 4.18 , 8.02 , 7.18 , 9.08
11.61 , 6.07 , 5.02 , 3.97 , 5.20
6.73 , 1.20 , 9.09 , 11.18 , 2.87
7.35 , 0.96 , 9.08 , 11.19 , 2.84
5.00 , 8.75 , 10.85 , 10.11 , 12.01
11.88 , 6.25 , 4.84 , 3.91 , 4.93
12.15 , 5.83 , 4.89 , 3.96 , 5.01
11.98 , 5.89 , 4.85 , 3.96 , 4.93
12.01 , 6.01 , 4.71 , 4.33 , 5.20
10.06 , 7.91 , 0.80 , 4.86 , 9.77
7.83 , 3.67 , 7.81 , 6.89 , 9.25
11.80 , 6.15 , 5.40 , 3.68 , 4.91
12.10 , 5.93 , 4.84 , 4.03 , 4.75
6.98 , 0.95 , 9.07 , 11.21 , 2.85
11.99 , 5.97 , 5.00 , 3.98 , 4.97
8.14 , 3.92 , 8.10 , 7.02 , 8.79
7.10 , 0.93 , 9.20 , 10.76 , 2.80
11.77 , 6.31 , 4.90 , 3.63 , 5.20
4.97 , 8.80 , 11.00 , 10.03 , 12.12
5.26 , 9.32 , 10.82 , 10.00 , 11.92
5.04 , 9.00 , 11.15 , 9.93 , 12.22
1.04 , 2.02 , 2.98 , 1.35 , 7.06
7.02 , 0.79 , 9.15 , 11.01 , 2.83
12.03 , 6.19 , 4.73 , 4.29 , 5.31
7.03 , 0.99 , 9.04 , 10.82 , 3.01
12.00 , 6.17 , 4.71 , 4.01 , 5.07
6.77 , 1.11 , 8.82 , 10.68 , 2.84
6.81 , 0.84 , 9.24 , 11.62 , 2.74
11.99 , 5.85 , 5.15 , 3.99 , 5.29
6.76 , 0.97 , 8.70 , 10.84 , 3.15
4.86 , 8.94 , 11.26 , 10.04 , 12.01
5.03 , 8.86 , 11.12 , 10.09 , 12.24
5.11 , 9.00 , 10.83 , 9.94 , 12.20
6.82 , 0.78 , 8.88 , 11.15 , 2.97
11.86 , 6.02 , 5.14 , 4.09 , 5.05
12.01 , 5.68 , 4.82 , 3.83 , 5.05
9.76 , 8.03 , 0.87 , 4.81 , 9.83
11.98 , 6.32 , 4.88 , 3.96 , 4.75
10.22 , 7.79 , 1.25 , 5.01 , 10.05
7.87 , 4.01 , 8.26 , 7.03 , 9.18
12.28 , 5.91 , 5.19 , 4.28 , 4.90
7.35 , 0.92 , 8.78 , 10.73 , 3.00
4.98 , 9.12 , 11.25 , 10.36 , 11.68
7.33 , 1.39 , 8.90 , 10.89 , 2.92
7.08 , 1.07 , 9.38 , 10.87 , 3.15
12.02 , 5.58 , 5.30 , 3.92 , 4.91
12.10 , 5.99 , 4.97 , 4.20 , 5.23
7.04 , 1.31 , 9.12 , 10.73 , 2.83
11.89 , 5.95 , 5.16 , 3.75 , 4.81
7.10 , 0.61 , 9.07 , 10.98 , 3.08
9.81 , 7.73 , 0.84 , 4.95 , 9.70
8.08 , 4.24 , 8.16 , 7.07 , 9.28
7.09 , 0.98 , 8.77 , 10.73 , 2.68
5.09 , 9.03 , 11.01 , 9.83 , 11.68
6.98 , 0.90 , 8.97 , 11.00 , 2.98
11.92 , 5.98 , 4.86 , 3.58 , 5.41
8.33 , 3.87 , 8.09 , 7.28 , 9.44
6.83 , 0.86 , 8.80 , 11.12 , 3.50
1.09 , 2.11 , 3.16 , 1.14 , 6.39
6.68 , 0.81 , 9.01 , 11.31 , 3.08
11.99 , 6.60 , 5.00 , 3.56 , 5.06
7.09 , 0.97 , 8.99 , 11.18 , 3.02
12.20 , 6.52 , 4.97 , 3.79 , 4.93
5.24 , 9.15 , 10.83 , 9.74 , 11.71
11.80 , 6.00 , 4.92 , 4.19 , 4.74
12.05 , 5.95 , 5.31 , 3.83 , 4.94
8.09 , 3.81 , 7.77 , 6.81 , 8.98
6.84 , 0.77 , 8.76 , 11.15 , 3.29
8.27 , 4.15 , 7.92 , 6.88 , 8.99
9.78 , 7.86 , 0.92 , 4.93 , 10.40
6.92 , 1.24 , 9.36 , 10.99 , 3.03
12.01 , 5.77 , 4.85 , 4.05 , 4.94
7.88 , 3.75 , 8.29 , 7.11 , 8.99
8.02 , 4.05 , 8.08 , 7.10 , 9.00
12.27 , 6.06 , 5.13 , 4.42 , 5.22
1.01 , 2.13 , 2.85 , 1.18 , 6.94
6.88 , 1.06 , 9.06 , 10.80 , 2.98
6.82 , 1.19 , 9.09 , 10.71 , 2.86
0.77 , 2.30 , 2.95 , 1.48 , 6.92
11.99 , 6.04 , 4.95 , 4.04 , 5.25
6.97 , 1.02 , 9.04 , 10.85 , 2.93
4.83 , 9.33 , 10.87 , 9.77 , 12.07
11.81 , 5.61 , 4.82 , 3.65 , 4.99
7.11 , 0.80 , 9.17 , 10.85 , 2.95
11.87 , 5.78 , 4.85 , 4.33 , 5.10
10.26 , 7.75 , 1.00 , 5.28 , 10.22
9.98 , 8.60 , 0.93 , 4.42 , 9.97
9.78 , 7.87 , 1.01 , 4.95 , 10.03
4.92 , 8.92 , 10.84 , 10.15 , 12.00
0.68 , 1.64 , 3.22 , 1.06 , 6.53
11.78 , 5.95 , 5.14 , 3.85 , 5.00
4.69 , 9.14 , 10.80 , 10.23 , 11.97
5.12 , 9.00 , 11.16 , 9.74 , 12.10
7.72 , 3.86 , 8.16 , 7.04 , 8.96
7.06 , 0.96 , 8.96 , 11.32 , 3.12
9.62 , 8.18 , 0.89 , 5.30 , 10.15
11.97 , 5.83 , 5.25 , 4.10 , 4.97
6.76 , 0.91 , 9.02 , 11.14 , 2.85
12.04 , 5.95 , 4.84 , 3.77 , 4.76
12.01 , 5.99 , 5.11 , 3.86 , 4.87
10.04 , 7.97 , 1.11 , 4.85 , 10.24
5.19 , 8.82 , 10.89 , 9.81 , 11.96
5.00 , 9.05 , 10.96 , 10.34 , 12.13
4.94 , 9.02 , 10.46 , 9.92 , 11.96
7.82 , 3.93 , 8.05 , 6.89 , 9.13
11.84 , 5.92 , 5.16 , 3.66 , 4.91
6.91 , 0.79 , 8.92 , 10.76 , 3.11
7.71 , 4.01 , 7.54 , 7.20 , 9.00
11.98 , 5.66 , 4.91 , 4.05 , 5.09
7.19 , 0.93 , 9.17 , 11.44 , 2.94
12.14 , 6.22 , 4.91 , 3.95 , 5.01
6.77 , 1.11 , 8.96 , 10.90 , 2.84
12.14 , 5.78 , 5.06 , 4.08 , 4.88
12.00 , 6.19 , 4.88 , 3.97 , 5.04
12.16 , 6.22 , 4.63 , 3.74 , 4.86
6.90 , 0.90 , 8.89 , 10.99 , 2.85
6.99 , 1.14 , 9.00 , 11.38 , 3.47
11.84 , 6.04 , 5.18 , 4.09 , 5.23
11.69 , 5.89 , 5.32 , 4.11 , 5.54
4.94 , 8.81 , 10.91 , 9.76 , 11.62
5.06 , 8.91 , 11.07 , 10.13 , 12.19
6.95 , 0.75 , 8.95 , 10.83 , 3.13
9.80 , 7.81 , 1.09 , 5.08 , 9.82
4.77 , 8.71 , 10.76 , 9.88 , 12.24
12.01 , 5.97 , 5.46 , 3.78 , 4.87
4.84 , 8.95 , 10.92 , 9.97 , 11.97
11.99 , 5.85 , 4.77 , 4.08 , 4.68
12.00 , 5.90 , 4.97 , 4.14 , 5.14
7.88 , 3.73 , 8.17 , 6.98 , 8.76
11.99 , 5.79 , 4.93 , 4.11 , 4.83
8.02 , 3.99 , 7.67 , 6.84 , 9.24
11.97 , 6.07 , 5.00 , 3.79 , 4.76
11.99 , 6.20 , 5.32 , 3.84 , 5.01
12.11 , 5.78 , 5.20 , 3.93 , 4.81
12.25 , 6.21 , 5.20 , 4.04 , 4.97
12.12 , 5.86 , 5.19 , 3.67 , 5.08
7.23 , 1.30 , 8.89 , 10.92 , 3.21
9.97 , 7.93 , 1.19 , 4.98 , 10.22
6.88 , 0.74 , 8.90 , 10.75 , 2.97
8.16 , 3.80 , 8.23 , 6.83 , 9.17
5.02 , 9.38 , 11.17 , 9.76 , 11.66
11.86 , 5.93 , 5.06 , 4.19 , 5.06
0.86 , 2.13 , 3.21 , 0.94 , 7.18
12.09 , 5.94 , 5.16 , 3.96 , 5.05
7.97 , 4.69 , 7.58 , 6.99 , 9.04
12.19 , 5.71 , 4.90 , 3.90 , 5.28
6.98 , 0.87 , 8.79 , 10.95 , 2.56
12.13 , 5.67 , 4.67 , 4.13 , 4.64
12.24 , 5.84 , 5.06 , 3.99 , 4.75
5.05 , 9.23 , 11.06 , 10.07 , 11.99
10.45 , 8.13 , 0.95 , 4.89 , 10.17
10.22 , 7.84 , 0.98 , 5.01 , 10.02
12.17 , 6.28 , 5.15 , 4.00 , 4.84
1.22 , 2.18 , 2.64 , 1.03 , 6.77
7.05 , 1.18 , 9.32 , 11.11 , 2.68
5.10 , 8.96 , 10.77 , 10.30 , 12.20
6.83 , 0.92 , 9.12 , 11.10 , 3.06
7.78 , 3.81 , 7.99 , 6.45 , 9.01
12.33 , 5.66 , 5.46 , 3.99 , 4.97
6.97 , 1.27 , 9.15 , 11.04 , 2.93
11.98 , 6.17 , 4.93 , 3.91 , 4.83
8.02 , 3.95 , 8.08 , 7.12 , 8.93
11.96 , 5.90 , 4.82 , 4.08 , 4.97
11.96 , 5.79 , 5.23 , 3.61 , 5.31
12.18 , 5.65 , 5.12 , 4.17 , 5.09
1.28 , 2.10 , 2.87 , 1.16 , 6.96
4.78 , 8.91 , 11.41 , 9.56 , 12.26
5.28 , 8.88 , 11.16 , 9.80 , 12.02
11.96 , 5.91 , 5.13 , 3.96 , 4.77
12.10 , 6.01 , 5.19 , 3.98 , 5.03
4.91 , 8.88 , 10.61 , 10.07 , 12.29
8.38 , 4.28 , 7.88 , 6.98 , 8.85
11.81 , 5.74 , 4.99 , 4.20 , 5.13
9.97 , 7.88 , 0.89 , 5.09 , 10.25
6.71 , 0.84 , 8.97 , 10.93 , 2.95
4.80 , 9.18 , 11.03 , 9.97 , 12.18
10.27 , 8.29 , 0.89 , 4.97 , 9.80
11.72 , 5.98 , 5.11 , 4.03 , 5.04
9.92 , 7.88 , 0.60 , 4.97 , 10.09
12.26 , 5.67 , 4.85 , 4.11 , 4.65
1.05 , 2.21 , 3.49 , 1.00 , 7.13
6.93 , 1.27 , 9.46 , 10.85 , 3.04
6.75 , 1.02 , 8.76 , 10.88 , 3.09
6.90 , 1.07 , 9.17 , 11.01 , 2.66
11.74 , 5.88 , 5.40 , 4.28 , 4.60
12.27 , 6.44 , 4.88 , 4.15 , 5.40
7.34 , 0.78 , 8.53 , 11.08 , 2.92
6.86 , 1.09 , 9.12 , 10.87 , 2.85
11.74 , 5.91 , 5.06 , 4.29 , 5.16
12.07 , 6.36 , 5.34 , 4.04 , 5.06
11.90 , 5.87 , 4.81 , 3.70 , 4.90
7.16 , 0.88 , 8.98 , 11.06 , 2.93
12.04 , 6.37 , 4.74 , 4.30 , 5.16
5.26 , 9.26 , 10.95 , 9.87 , 12.17
11.72 , 6.34 , 5.16 , 3.83 , 5.14
10.12 , 7.77 , 0.82 , 4.84 , 9.85
11.75 , 5.74 , 4.98 , 3.87 , 4.76
12.06 , 6.01 , 4.97 , 4.42 , 4.64
6.53 , 1.31 , 9.51 , 10.97 , 3.04
11.99 , 5.74 , 4.88 , 3.97 , 5.11
12.10 , 5.99 , 4.93 , 4.28 , 5.16
10.41 , 7.72 , 0.83 , 5.22 , 10.37
11.77 , 5.82 , 4.84 , 4.00 , 4.94
1.23 , 2.07 , 3.04 , 0.97 , 7.20
11.87 , 6.18 , 5.08 , 4.03 , 4.79
12.04 , 6.03 , 4.95 , 3.72 , 5.08
5.11 , 9.39 , 10.78 , 10.40 , 11.67
12.11 , 6.04 , 4.70 , 3.95 , 4.76
11.87 , 6.08 , 4.80 , 4.07 , 4.95
12.16 , 5.82 , 4.91 , 4.06 , 4.96
6.70 , 0.87 , 9.22 , 11.25 , 3.25
4.82 , 9.29 , 11.06 , 10.09 , 12.08
12.25 , 5.98 , 5.07 , 3.71 , 4.80
6.76 , 1.03 , 8.99 , 11.08 , 2.77
7.02 , 1.15 , 8.92 , 11.06 , 2.92
11.86 , 5.68 , 5.19 , 4.18 , 4.83
11.95 , 6.27 , 5.23 , 3.90 , 5.02
12.26 , 5.89 , 5.14 , 4.06 , 5.04
10.15 , 8.19 , 1.03 , 4.92 , 9.99
12.08 , 6.21 , 4.98 , 4.17 , 5.14
5.14 , 9.01 , 11.21 , 10.23 , 11.98
5.09 , 8.74 , 11.18 , 10.04 , 12.34
10.31 , 7.85 , 1.19 , 4.87 , 10.14
4.86 , 9.24 , 10.95 , 10.22 , 12.06
6.81 , 0.87 , 8.48 , 10.81 , 2.75
10.12 , 8.65 , 0.91 , 4.86 , 9.72
11.78 , 5.70 , 5.28 , 3.77 , 5.15
12.19 , 5.84 , 4.58 , 3.96 , 5.19
12.07 , 5.73 , 5.24 , 3.95 , 5.04
12.03 , 6.22 , 4.93 , 4.15 , 4.97
7.24 , 0.78 , 9.23 , 11.08 , 3.22
7.13 , 1.17 , 9.10 , 11.08 , 2.98
7.21 , 1.27 , 9.08 , 10.94 , 3.37
12.09 , 6.01 , 5.11 , 3.92 , 5.18
5.10 , 9.26 , 10.97 , 10.15 , 11.92
5.18 , 9.19 , 10.89 , 10.17 , 12.40
12.11 , 5.94 , 4.98 , 3.94 , 5.15
8.11 , 4.06 , 8.08 , 7.26 , 8.65
5.22 , 8.76 , 11.21 , 9.74 , 12.47
8.42 , 4.09 , 8.05 , 7.05 , 8.97
7.22 , 0.75 , 8.71 , 11.33 , 3.24
6.65 , 0.55 , 8.76 , 10.77 , 2.74
8.10 , 4.00 , 7.90 , 6.84 , 9.08
5.11 , 9.07 , 10.98 , 10.35 , 12.09
12.08 , 5.81 , 5.03 , 4.21 , 5.19
7.49 , 0.81 , 9.15 , 11.09 , 3.03
6.95 , 1.13 , 9.01 , 11.28 , 3.14
5.13 , 8.99 , 11.14 , 9.83 , 11.87
6.96 , 0.67 , 8.61 , 10.96 , 2.83
12.19 , 6.32 , 5.43 , 3.87 , 4.98
7.22 , 1.09 , 8.99 , 10.64 , 3.15
7.00 , 0.82 , 9.18 , 11.11 , 3.04
5.27 , 8.97 , 10.96 , 10.05 , 11.96
1.02 , 2.19 , 3.06 , 1.23 , 7.04
7.23 , 0.94 , 8.81 , 11.06 , 3.38
12.15 , 5.78 , 5.26 , 4.22 , 5.15
6.82 , 0.92 , 8.88 , 11.04 , 3.19
11.91 , 6.13 , 5.14 , 3.87 , 4.80
11.87 , 5.81 , 4.76 , 4.34 , 5.02
12.27 , 5.96 , 4.73 , 3.88 , 4.82
11.98 , 6.32 , 4.84 , 3.93 , 4.88
11.76 , 6.27 , 4.85 , 4.01 , 4.59
7.33 , 1.13 , 9.12 , 10.88 , 3.04
10.29 , 8.02 , 0.87 , 5.12 , 9.95
6.90 , 0.46 , 9.07 , 11.04 , 2.67
6.64 , 0.70 , 8.93 , 11.29 , 3.05
11.88 , 6.20 , 4.82 , 4.34 , 5.17
7.12 , 1.07 , 9.10 , 11.50 , 3.08
12.02 , 5.97 , 4.98 , 3.89 , 5.12
10.15 , 8.09 , 0.81 , 5.34 , 9.90
11.97 , 6.02 , 5.09 , 3.90 , 4.50
5.32 , 8.96 , 10.78 , 10.34 , 11.88
11.85 , 5.99 , 5.03 , 4.08 , 5.27
11.97 , 5.72 , 5.00 , 3.94 , 4.86
12.27 , 5.94 , 4.75 , 4.02 , 4.80
12.36 , 6.21 , 5.14 , 3.99 , 4.95
12.54 , 6.08 , 5.18 , 3.70 , 4.90
7.67 , 4.03 , 8.02 , 6.97 , 9.15
12.20 , 6.27 , 5.12 , 4.18 , 5.08
5.50 , 9.09 , 11.13 , 9.99 , 12.43
7.68 , 4.16 , 8.09 , 7.34 , 8.53
5.01 , 9.07 , 11.09 , 9.80 , 11.88
5.17 , 8.77 , 10.77 , 9.88 , 12.03
11.87 , 6.14 , 5.02 , 4.08 , 5.02
1.33 , 2.01 , 3.06 , 1.00 , 7.12
11.94 , 6.53 , 5.15 , 3.99 , 4.89
12.05 , 6.12 , 5.06 , 4.26 , 4.74
6.79 , 0.65 , 9.00 , 10.99 , 3.32
5.08 , 8.85 , 10.87 , 10.02 , 11.89
7.94 , 4.15 , 7.73 , 6.87 , 9.33
6.74 , 0.96 , 9.27 , 10.82 , 2.51
0.85 , 2.33 , 3.03 , 0.88 , 7.09
5.01 , 8.80 , 11.15 , 9.89 , 12.12
5.10 , 8.97 , 11.11 , 9.94 , 12.35
12.23 , 6.12 , 5.06 , 4.17 , 5.25
5.32 , 9.31 , 11.12 , 9.93 , 11.90
9.90 , 8.32 , 0.54 , 4.77 , 9.83
12.02 , 6.03 , 4.94 , 4.34 , 4.32
12.04 , 5.85 , 4.67 , 4.15 , 4.90
8.12 , 4.07 , 7.86 , 7.15 , 9.37
12.01 , 6.04 , 4.99 , 3.94 , 5.03
11.66 , 5.93 , 5.18 , 3.66 , 4.91
11.94 , 6.19 , 4.85 , 3.96 , 4.83
8.01 , 4.36 , 8.05 , 7.32 , 8.84
5.48 , 9.18 , 10.85 , 10.26 , 11.36
7.13 , 0.88 , 8.92 , 10.86 , 3.08
11.70 , 5.72 , 4.80 , 4.17 , 4.88
12.14 , 6.20 , 5.17 , 3.75 , 4.60
12.15 , 6.08 , 4.62 , 3.91 , 5.18
6.92 , 1.23 , 8.70 , 10.93 , 2.97
7.18 , 0.65 , 9.03 , 11.07 , 2.99
0.95 , 2.46 , 3.05 , 0.90 , 7.04
11.72 , 5.98 , 5.18 , 3.73 , 5.01
4.82 , 8.93 , 10.94 , 9.88 , 12.24
7.59 , 3.92 , 8.01 , 7.16 , 9.08
10.00 , 7.94 , 0.87 , 5.36 , 9.84
12.09 , 5.81 , 5.01 , 4.36 , 4.87
8.36 , 3.81 , 7.87 , 6.98 , 9.00
6.92 , 0.70 , 8.42 , 10.71 , 3.13
4.76 , 8.79 , 11.15 , 10.13 , 11.97
0.93 , 1.90 , 3.26 , 1.02 , 6.99
11.91 , 6.06 , 5.28 , 3.69 , 5.10
11.79 , 5.92 , 4.96 , 3.88 , 5.15
8.00 , 4.15 , 7.68 , 7.13 , 9.23
10.54 , 7.80 , 0.95 , 5.12 , 10.03
6.91 , 1.04 , 9.37 , 10.77 , 2.90
12.07 , 5.83 , 5.04 , 3.80 , 4.76
1.27 , 1.97 , 3.03 , 1.00 , 7.02
12.03 , 5.83 , 5.05 , 3.92 , 5.01
6.98 , 0.81 , 8.98 , 10.78 , 2.70
12.05 , 6.07 , 4.86 , 4.20 , 4.87
6.90 , 0.91 , 8.90 , 10.93 , 3.09
12.18 , 5.92 , 4.71 , 4.32 , 5.23
0.71 , 2.29 , 3.40 , 0.68 , 6.68
4.74 , 9.07 , 11.21 , 10.01 , 12.21
12.05 , 6.01 , 5.08 , 3.80 , 4.80
12.15 , 5.91 , 4.91 , 4.15 , 5.47
12.09 , 5.73 , 4.83 , 4.36 , 5.24
12.10 , 5.94 , 5.36 , 4.07 , 4.75
12.04 , 5.82 , 5.12 , 3.71 , 5.18
12.29 , 6.55 , 4.76 , 3.80 , 5.19
9.74 , 8.35 , 1.05 , 5.26 , 9.96
9.69 , 8.04 , 1.17 , 4.85 , 10.05
11.82 , 6.09 , 5.06 , 4.15 , 4.98
10.12 , 7.93 , 0.97 , 5.01 , 10.22
11.70 , 5.99 , 4.95 , 3.95 , 5.38
9.93 , 8.09 , 1.02 , 4.87 , 9.98
7.98 , 3.87 , 8.00 , 7.07 , 9.01
6.85 , 0.87 , 9.19 , 10.70 , 3.18
7.21 , 0.55 , 8.82 , 11.21 , 3.12
11.99 , 6.13 , 5.22 , 4.08 , 4.77
12.01 , 6.17 , 4.89 , 4.12 , 4.48
6.79 , 0.99 , 9.29 , 10.90 , 3.02
12.00 , 6.13 , 5.39 , 4.16 , 5.09
11.99 , 5.72 , 5.11 , 3.62 , 5.08
1.20 , 1.56 , 3.09 , 0.86 , 6.96
10.05 , 8.58 , 0.93 , 5.01 , 10.29
6.88 , 1.15 , 8.91 , 11.20 , 3.46
8.24 , 4.18 , 7.96 , 6.98 , 8.97
10.07 , 7.94 , 0.97 , 5.15 , 9.94
12.09 , 5.97 , 4.87 , 4.04 , 4.75
10.11 , 7.88 , 1.05 , 5.01 , 9.63
9.90 , 7.76 , 1.35 , 5.01 , 10.04
6.91 , 0.84 , 8.91 , 11.01 , 2.94
9.68 , 7.79 , 0.67 , 4.73 , 9.81
8.06 , 4.09 , 8.09 , 6.96 , 9.18
9.93 , 7.89 , 1.03 , 4.96 , 10.12
7.22 , 1.07 , 8.83 , 11.28 , 2.62
1.17 , 2.09 , 2.81 , 0.53 , 7.15
7.87 , 4.00 , 8.00 , 6.93 , 9.05
8.59 , 3.91 , 8.10 , 7.08 , 8.92
6.81 , 0.87 , 8.81 , 10.79 , 3.15
9.94 , 7.84 , 0.77 , 5.03 , 9.72
5.08 , 9.09 , 11.06 , 10.03 , 12.16
11.94 , 5.74 , 5.04 , 3.91 , 5.10
11.86 , 6.00 , 4.94 , 3.98 , 5.12
9.67 , 7.89 , 1.00 , 4.75 , 9.76
7.76 , 3.94 , 8.26 , 6.80 , 8.76
7.89 , 4.15 , 7.90 , 7.00 , 8.82
8.36 , 3.98 , 8.22 , 6.76 , 8.97
12.01 , 6.14 , 5.24 , 3.83 , 4.90
12.29 , 5.97 , 5.00 , 3.95 , 4.94
4.79 , 8.77 , 11.05 , 10.02 , 12.03
8.05 , 4.03 , 7.87 , 6.91 , 8.92
12.31 , 5.85 , 4.65 , 4.08 , 4.74
11.96 , 5.79 , 5.20 , 4.08 , 5.34
7.04 , 0.69 , 9.11 , 11.14 , 3.05
4.92 , 8.79 , 11.16 , 10.39 , 11.80
6.83 , 0.72 , 8.82 , 11.15 , 2.95
12.21 , 6.44 , 4.85 , 3.84 , 5.07
7.94 , 3.62 , 7.94 , 7.11 , 9.12
9.88 , 8.14 , 0.75 , 5.01 , 10.05
6.92 , 0.72 , 8.78 , 11.11 , 3.28
6.98 , 1.06 , 9.05 , 11.53 , 2.92
11.98 , 5.94 , 5.06 , 4.15 , 5.22
9.95 , 7.80 , 0.97 , 4.89 , 9.99
6.88 , 1.15 , 8.94 , 11.04 , 2.86
6.92 , 1.07 , 9.11 , 10.93 , 2.85
0.94 , 2.04 , 3.15 , 1.44 , 7.15
10.03 , 7.89 , 1.39 , 4.84 , 9.83
4.93 , 9.04 , 11.19 , 10.19 , 12.14
9.61 , 7.99 , 1.31 , 5.19 , 9.97
7.12 , 0.83 , 8.73 , 11.09 , 3.31
5.15 , 8.96 , 10.93 , 9.75 , 11.88
4.90 , 9.04 , 10.98 , 10.11 , 12.14
11.60 , 6.02 , 5.26 , 4.03 , 4.91
12.11 , 5.78 , 4.75 , 4.30 , 4.76
12.26 , 6.21 , 5.15 , 3.93 , 4.66
12.14 , 5.96 , 4.81 , 4.37 , 5.12
4.64 , 8.96 , 11.05 , 10.26 , 12.07
12.08 , 6.03 , 4.97 , 3.57 , 5.23
6.86 , 1.05 , 8.84 , 10.96 , 2.95
9.73 , 8.30 , 1.21 , 5.06 , 10.03
11.87 , 5.98 , 4.86 , 3.92 , 4.81
7.92 , 4.02 , 8.12 , 7.03 , 8.82
11.73 , 6.29 , 4.86 , 4.03 , 5.36
4.84 , 8.81 , 10.80 , 10.30 , 12.11
6.80 , 0.85 , 9.03 , 10.81 , 3.19
12.19 , 6.24 , 4.95 , 4.29 , 5.13
11.83 , 6.22 , 5.24 , 3.51 , 5.07
4.45 , 9.30 , 10.94 , 10.10 , 11.74
11.88 , 6.07 , 5.14 , 3.86 , 4.67
8.06 , 3.87 , 7.78 , 6.75 , 9.06
6.88 , 1.23 , 8.72 , 11.22 , 3.12
4.83 , 8.85 , 10.77 , 10.24 , 11.72
12.38 , 6.04 , 4.83 , 4.28 , 4.88
8.08 , 3.87 , 7.69 , 6.62 , 8.96
8.18 , 4.07 , 8.04 , 7.08 , 9.23
11.91 , 6.02 , 5.06 , 3.98 , 5.18
12.18 , 6.02 , 5.37 , 3.96 , 5.08
6.99 , 0.90 , 9.06 , 11.07 , 2.67
7.13 , 0.93 , 9.29 , 10.81 , 3.06
4.91 , 8.94 , 11.20 , 10.02 , 11.68
7.06 , 1.15 , 8.99 , 10.82 , 2.97
7.69 , 4.09 , 7.93 , 7.18 , 9.02
11.70 , 6.01 , 4.93 , 4.20 , 5.06
6.94 , 1.11 , 8.94 , 11.34 , 2.96
7.11 , 1.01 , 9.11 , 10.93 , 3.25
11.90 , 5.96 , 5.13 , 4.20 , 5.07
12.01 , 6.14 , 5.20 , 4.04 , 5.25
12.12 , 5.95 , 5.03 , 4.19 , 4.85
4.92 , 9.32 , 11.00 , 10.05 , 12.01
12.09 , 6.14 , 4.91 , 3.79 , 5.08
11.91 , 6.14 , 4.75 , 4.27 , 5.00
11.82 , 6.20 , 4.67 , 4.08 , 4.90
7.89 , 4.28 , 8.19 , 7.05 , 9.03
6.91 , 1.22 , 8.92 , 11.09 , 3.01
10.03 , 8.25 , 0.91 , 4.70 , 10.13
8.13 , 3.84 , 8.16 , 6.84 , 9.29
12.07 , 6.27 , 4.96 , 3.81 , 5.00
4.93 , 8.83 , 10.95 , 10.06 , 11.72
9.94 , 7.79 , 1.16 , 4.95 , 9.79
7.18 , 0.63 , 8.89 , 11.18 , 3.10
10.09 , 7.69 , 0.94 , 5.18 , 9.99
