Counting cache functions... Output every 1 seconds.
TIME         HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
16:08:15     1980        0    10231   100.0%           12      14942
16:08:16     1993        0    12710   100.0%           12      14927
16:08:17     1983        0    12249   100.0%           12      14935
16:08:18     2770    15456    11681    15.2%           12      14928
16:08:19     1994    30014    14699     6.2%           12      14930
16:08:20     2003        0    14938   100.0%           12      14941
16:08:21     2010        0    15062   100.0%           12      14927
16:08:22     1990        0    16180   100.0%           12      14942
16:08:23     1942    19392    10084     9.1%           12      14921
16:08:24     2007    27906    11803     6.7%           12      14934
16:08:25     2003        0    15255   100.0%           12      14920
16:08:26     2016        0    15160   100.0%           12      14934
16:08:27     1997        0    13454   100.0%           12      14927
16:08:28     1974    20960    11458     8.6%           12      14931
16:08:29     2021    24672    10290     7.6%           12      14937
16:08:30     1977        0    10329   100.0%           12      14919
16:08:31     2005        0    13477   100.0%           12      14932
16:08:32     2000        0    13132   100.0%           12      14924
16:08:33     1985    24832    10042     7.4%           12      14938
16:08:34     2035    21951    11673     8.5%           12      14934
16:08:35     2000        0    13112   100.0%           12      14941
16:08:36     2140        2    13526    99.9%           12      14926
16:08:37     2153        6    12941    99.7%           12      14937
16:08:38     2001        0    11501   100.0%           12      14919
16:08:39     1916    32066    10416     5.6%           12      14918
16:08:41     2032    12157    11438    14.3%           12      14927
16:08:42     2013        0    13951   100.0%           12      14937
16:08:43     2015        0    11606   100.0%           12      14921
16:08:44     1993        0     9097   100.0%           12      14927
16:08:45     1941    35041     9387     5.2%           12      14917
16:08:46     1978    10272    10210    16.1%           12      14926
16:08:47     1983        0    13649   100.0%           12      14935
16:08:48     2123        3     9929    99.9%           12      14937
16:08:49     2133        6    14353    99.7%           12      14924
16:08:50     2093        6    12572    99.7%           12      14931
16:08:51     2053    25728    10181     7.4%           12      14926
16:08:52     2148     2441     9131    46.8%           12      14940
16:08:53     2110        3     9122    99.9%           12      14917
16:08:54     2146        3    16543    99.9%           12      14932
16:08:55     1965    19043    10713     9.4%           12      14918
16:08:56     2020        0    11388   100.0%           12      14928
16:08:57     1957    45504    11141     4.1%           12      14942
16:08:58     2000     1440     9565    58.1%           12      14928
16:08:59     1992        0    13603   100.0%           12      14940
16:09:00     2237        6    10200    99.7%           12      14925
16:09:01     1949      576    12356    77.2%           12      14936
16:09:02     2790    45600    13231     5.8%           12      14918
16:09:03     1991        0    15627   100.0%           12      14931
16:09:04     1989        0    15929   100.0%           12      14921
16:09:05     1975        0    15160   100.0%           12      14933
16:09:06     1968     2971     9534    39.8%           12      14924
16:09:07     1982    42720     8267     4.4%           12      14932
16:09:08     2009        0    16527   100.0%           12      14923
16:09:09     2015        0    15249   100.0%           12      14937
16:09:10     1991        0    12473   100.0%           12      14921
16:09:11     1959        0     8498   100.0%           12      14922
16:09:12     1979     6400    11246    23.6%           12      14927
16:09:13     2014    40480     9172     4.7%           12      14930
16:09:14     1960        0     9052   100.0%           12      14931
16:09:15     1976        0    10880   100.0%           12      14933
16:09:16     1962        2    10811    99.9%           12      14936
16:09:17     2005        0    14123   100.0%           12      14919
16:09:18     1973     8960    14965    18.0%           12      14933
16:09:19     1983    36576     7712     5.1%           12      14917
16:09:20     1999        0    13407   100.0%           12      14926
16:09:21     2010        0    12633   100.0%           12      14934
16:09:22     2009        0    14054   100.0%           12      14920
16:09:23     1986    11136    12745    15.1%           12      14921
16:09:24     1998    34688     9377     5.4%           12      14927
16:09:25     2013        0    14826   100.0%           12      14938
16:09:26     1999        1    14343   100.0%           12      14921
16:09:27     1965        0    14424   100.0%           12      14932
16:09:28     2014        0    11784   100.0%           12      14914
16:09:29     2003    14496    14479    12.1%           12      14920
16:09:30     2018    30912     9938     6.1%           12      14924
16:09:31     2230        7    13022    99.7%           12      14937
16:09:32     2182        6    13325    99.7%           12      14925
16:09:33     2133        3     9264    99.9%           12      14932
16:09:34     2114     7299    10101    22.5%           12      14933
16:09:35     2043    15524    11404    11.6%           12      14930
16:09:36     2131        1    11680   100.0%           12      14938
16:09:37     2018     7779    11247    20.6%           12      14935
16:09:38     2030    16602    12717    10.9%           12      14930
16:09:39     2001        0    16149   100.0%           12      14917
16:09:40     1994    19804    13623     9.1%           12      14927
16:09:41     2008    24159     8289     7.7%           12      14918
16:09:42     2246        7    10122    99.7%           12      14924
16:09:43     1999        0    13484   100.0%           12      14932
16:09:44     2021        0    14771   100.0%           12      14919
16:09:45     1970    24989     9488     7.3%           12      14918
16:09:46     1988    20192     7866     9.0%           12      14919
16:09:47     3039        0    14582   100.0%           12      14929
16:09:48     2014        0    12853   100.0%           12      14916
16:09:50     2003        0    10206   100.0%           12      14924
16:09:51     1977        0     9167   100.0%           12      14927
16:09:52     1975    31680     9942     5.9%           12      14930
16:09:53     1998    13440    12542    12.9%           12      14915
16:09:54     1974        0    12017   100.0%           12      14920
16:09:55     2005        0    14146   100.0%           12      14932
16:09:56     1994        1    11140    99.9%           12      14912
16:09:57     2016        0    13834   100.0%           12      14922
16:09:58     1988    36064    10657     5.2%           12      14921
16:09:59     1991    10336    10010    16.2%           12      14916
16:10:00     1985        0    11685   100.0%           12      14923
16:10:01     1995        1    12934    99.9%           12      14934
16:10:02     1956        0     9703   100.0%           12      14913
16:10:03     1988    38912    11727     4.9%           12      14922
16:10:04     1965     6208    13572    24.0%           12      14930
16:10:05     1977        0    11261   100.0%           12      14913
16:10:06     1979        1     8578    99.9%           12      14916
16:10:07     1971        0    11750   100.0%           12      14926
16:10:08     1989        0    14643   100.0%           12      14912
16:10:09     1962    43038    11221     4.4%           12      14914
16:10:10     1967     3424    10610    36.5%           12      14929
16:10:11     1957        1     9372    99.9%           12      14932
16:10:12     1970        0    13092   100.0%           12      14916
16:10:13     1948        0    10316   100.0%           12      14923
16:10:14     2240        5    14058    99.8%           12      14909
16:10:15     1979    24191     9795     7.6%           12      14924
16:10:16     2033        0     4620   100.0%           12      14915
16:10:17     2188       61    10234    97.3%           12      14928
16:10:18     2897    23040    12871    11.2%           12      14921
16:10:19     2110       70    10474    96.8%           12      14931
16:10:20     2091    25312    10896     7.6%           12      14921
16:10:21     2000        0     9982   100.0%           12      14926
16:10:22     1991     4896    12157    28.9%           12      14931
16:10:23     1990    41504    10724     4.6%           12      14926
16:10:24     2017        0    15103   100.0%           12      14914
16:10:25     1988        0     8095   100.0%           12      14915
16:10:26     2380       11    22758    99.5%           12      14927
16:10:28     2003      224    14410    89.9%           12      14912
16:10:29     2039    44992    12213     4.3%           12      14940
16:10:30     2003        0     9356   100.0%           12      14937
16:10:31     1992        0    12050   100.0%           12      14937
16:10:32     2016        0     9866   100.0%           12      14935
16:10:33     1985     3072    11391    39.3%           12      14935
16:10:34     2006    42944    11505     4.5%           12      14941
16:10:35     1969        0    10774   100.0%           12      14938
16:10:36     2013        2    10463    99.9%           12      14937
16:10:37     1997        0    10474   100.0%           12      14939
16:10:38     1963     6272     9853    23.8%           12      14937
16:10:39     2045    39616    10338     4.9%           12      14938
16:10:40     2014        0    14708   100.0%           12      14938
16:10:41     1997        2    11058    99.9%           12      14935
16:10:42     1992        0    12720   100.0%           12      14936
16:10:43     1966        0     9630   100.0%           12      14935
16:10:44     1986    10496    13168    15.9%           12      14934
16:10:45     1964    34912     9736     5.3%           12      14940
16:10:46     2008        1    13037   100.0%           12      14937
16:10:47     2007        0    10925   100.0%           12      14937
16:10:48     2023        0    10789   100.0%           12      14936
16:10:49     1978    13952    10990    12.4%           12      14935
16:10:50     2017    31167    11283     6.1%           12      14937
16:10:51     1991        0    10319   100.0%           12      14939
16:10:52     1993        0    14398   100.0%           12      14937
16:10:53     1992        0    14527   100.0%           12      14935
16:10:54     1969        0    13928   100.0%           12      14933
16:10:55     1966    17663    13813    10.0%           12      14934
16:10:56     2024    27266     8664     6.9%           12      14913
16:10:57     2033        0    16195   100.0%           12      14927
16:10:58     2249       10    12912    99.6%           12      14908
16:10:59     2158        5    11136    99.8%           12      14913
16:11:00     2096    10083    10812    17.2%           12      14929
16:11:01     2759    11204     6111    19.8%           12      14918
16:11:02     2151        3    12045    99.9%           12      14931
16:11:03     2112     5699    13392    27.0%           12      14913
16:11:04     2038    16163    11436    11.2%           12      14926
16:11:05     1978    17340     9812    10.2%           12      14923
16:11:06     1956    27571     7399     6.6%           12      14931
16:11:07     1951        0     7430   100.0%           12      14924
16:11:09     1981        0    11748   100.0%           12      14908
16:11:10     2136        3    11070    99.9%           12      14912
16:11:11     2119        3    12513    99.9%           12      14924
16:11:12     1979    22528     8351     8.1%           12      14914
16:11:13     1974    22911     8025     7.9%           12      14931
16:11:14     1997        0    10028   100.0%           12      14916
16:11:15     1996        0    15514   100.0%           12      14927
16:11:16     1991        0     9196   100.0%           12      14909
16:11:17     1975        0     9297   100.0%           12      14914
16:11:18     1971    27265    11602     6.7%           12      14921
16:11:19     1970    19104    10816     9.3%           12      14907
16:11:20     2000        0    14891   100.0%           12      14921
16:11:21     1981        0    13410   100.0%           12      14927
16:11:22     1970        0    12402   100.0%           12      14910
16:11:23     1963    30176    11629     6.1%           12      14911
16:11:24     2007    16224    13185    11.0%           12      14907
16:11:25     1967        0    10909   100.0%           12      14915
16:11:26     1991        0    12795   100.0%           12      14922
16:11:27     2009        1    11487   100.0%           12      14906
16:11:28     1959        0     7365   100.0%           12      14903
16:11:29     1964    32128    14891     5.8%           12      14914
16:11:30     2035    13632     9852    13.0%           12      14925
16:11:31     2022        0    11466   100.0%           12      14912
16:11:32     1996        2    13873    99.9%           12      14903
16:11:33     2004        0    15046   100.0%           12      14914
16:11:34     1948    34624     9019     5.3%           12      14923
16:11:35     1976    12192    10023    13.9%           12      14927
16:11:36     2018        0    14970   100.0%           12      14917
16:11:37     1997        1    11795    99.9%           12      14925
16:11:38     1992        0    15870   100.0%           12      14913
16:11:39     1955    36928    10782     5.0%           12      14913
16:11:40     2011     8896    13202    18.4%           12      14905
16:11:41     2002        0    14677   100.0%           12      14915
16:11:42     2153       10     3046    99.5%           12      14926
16:11:43     2169        3    14390    99.9%           12      14914
16:11:44     2120        3    14963    99.9%           12      14925
16:11:45     2099     3689    11051    36.3%           12      14917
16:11:46     2056    19552    14777     9.5%           12      14910
16:11:47     2106      773     9884    73.2%           12      14918
16:11:48     3052    26368    11504    10.4%           12      14903
16:11:49     1999        0    13841   100.0%           12      14912
16:11:50     2022        0    12743   100.0%           12      14901
16:11:51     1966     8064    11629    19.6%           12      14915
16:11:52     2061    36124    15615     5.4%           12      14921
16:11:53     2219        4    10966    99.8%           13      14904
16:11:54     2072        0    11416   100.0%           13      14910
16:11:55     1984        0    12632   100.0%           13      14918
16:11:56     2020    14178    15288    12.5%           13      14911
16:11:57     2009    31259    13000     6.0%           13      14914
16:11:58     2020        0    15997   100.0%           13      14902
16:11:59     1988        0    13057   100.0%           13      14910
16:12:00     1993        0    12874   100.0%           13      14921
16:12:01     1954    13154     8858    12.9%           13      14923
16:12:02     2017    29888     9973     6.3%           13      14924
16:12:03     1951        0     7142   100.0%           13      14923
16:12:04     2012        0    13666   100.0%           13      14912
16:12:05     1981        0    11055   100.0%           13      14917
16:12:06     1971    18178    11420     9.8%           13      14910
16:12:07     2022    26912    13256     7.0%           13      14919
16:12:08     2003        0    12052   100.0%           13      14908
16:12:09     2006        0    14290   100.0%           13      14920
16:12:10     1993        0    10096   100.0%           13      14901
16:12:11     1957        1     9498    99.9%           13      14902
16:12:12     1975    22976     9113     7.9%           13      14921
16:12:13     1987    22720     9190     8.0%           13      14917
16:12:14     2000        0    10199   100.0%           13      14925
16:12:15     1964        0    10735   100.0%           13      14907
16:12:16     2789        2    10585    99.9%           13      14917
16:12:17     1957    26144     9834     7.0%           13      14900
16:12:18     1986    19968    10090     9.0%           13      14913
16:12:19     2001        0    10938   100.0%           13      14916
16:12:20     1986        0    10844   100.0%           13      14909
16:12:21     1966        1     8551    99.9%           13      14911
16:12:22     1992        0    11967   100.0%           13      14919
16:12:23     2002    30336    13985     6.2%           13      14921
16:12:24     2139    14917    14809    12.5%           13      14917
16:12:25     2163        2    13081    99.9%           13      14902
16:12:27     2067        4     7917    99.8%           13      14898
16:12:28     2185        3    12802    99.9%           13      14912
16:12:29     2049    17923    12191    10.3%           13      14917
16:12:30     2211      358    12106    86.1%           13      14908
16:12:31     1980    22656    10670     8.0%           13      14917
16:12:32     2014     2257     8381    47.2%           13      14905
16:12:33     1982        0     9193   100.0%           13      14913
16:12:34     1955    45215    11094     4.1%           13      14916
16:12:35     2027      640    15150    76.0%           13      14920
16:12:36     2239        9    10195    99.6%           13      14922
16:12:37     1964        0    10723   100.0%           13      14899
16:12:38     1992        0     9745   100.0%           13      14902
16:12:39     1968     2044    12012    49.1%           13      14918
16:12:40     2031    44832    14387     4.3%           13      14903
16:12:41     1967        0    10239   100.0%           13      14903
16:12:42     1987        2    12818    99.9%           13      14912
16:12:43     1994        0     9978   100.0%           13      14917
16:12:44     2005        0    14114   100.0%           13      14905
16:12:45     1996     5280    13694    27.4%           13      14908
16:12:46     1986    40832    11623     4.6%           13      14920
16:12:47     1984        1    12026    99.9%           13      14904
16:12:48     1983        0    10472   100.0%           13      14904
16:12:49     1984        0    12125   100.0%           13      14907
16:12:50     2010        0    11629   100.0%           13      14914
16:12:51     1958     8672    10710    18.4%           13      14903
16:12:52     2000    34527    11483     5.5%           13      14916
16:12:53     2015        0    12515   100.0%           13      14899
16:12:54     2012        0    15037   100.0%           13      14911
16:12:55     1976        0    11581   100.0%           13      14918
16:12:56     2010    10560    16229    16.0%           13      14898
16:12:57     2008    31869    10923     5.9%           13      14914
16:12:58     1965        0    14876   100.0%           13      14923
16:12:59     1971        0    13564   100.0%           13      14907
16:13:00     1973        0    13141   100.0%           13      14915
16:13:01     2772    14080    12743    16.4%           13      14903
16:13:02     1980    30850    13273     6.0%           13      14919
16:13:03     1978        0    14851   100.0%           13      14905
16:13:04     1962        0    14647   100.0%           13      14915
16:13:05     1987        0    15233   100.0%           13      14901
16:13:06     1977    15328    13812    11.4%           13      14920
16:13:07     1788    25767     8588     6.5%           13      14912
16:13:08     2107        3    10857    99.9%           13      14906
16:13:09     2094        6    12556    99.7%           13      14911
16:13:10     2128        3    11715    99.9%           13      14918
16:13:11     2129        6    12318    99.7%           13      14897
16:13:12     1983     8000     6304    19.9%           13      14909
16:13:13     1939    14903     7254    11.5%           13      14909
16:13:14     1984        0    14535   100.0%           13      14895
16:13:15     1939        0    11222   100.0%           13      14896
16:13:16     1969    22080    13544     8.2%           13      14903
16:13:17     2151    23809    10333     8.3%           13      14918
16:13:18     2026        0    14158   100.0%           13      14906
16:13:19     1961        0    14319   100.0%           13      14919
16:13:20     1926        0    12316   100.0%           13      14902
16:13:21     1921    29504    13415     6.1%           13      14898
16:13:22     1991    16896    10393    10.5%           13      14916
16:13:23     1958        0    13623   100.0%           13      14900
16:13:24     1952        0    15543   100.0%           13      14912
16:13:26     1988        0    14971   100.0%           13      14898
16:13:27     1927    31520    13683     5.8%           13      14905
16:13:28     1993    14144    11359    12.4%           13      14913
16:13:29     1976        0    10814   100.0%           13      14919
16:13:30     1986        0    11265   100.0%           13      14906
16:13:31     1958        0    11960   100.0%           13      14894
16:13:32     1920        0     6061   100.0%           13      14907
16:13:33     1878    36447        4     4.9%           13      14914
16:13:34     1880    46369        3     3.9%           13      14904
16:13:35     1923    42975        5     4.3%           13      14907
16:13:36     1847    46272        3     3.8%           13      14911
16:13:37     1816    47520        3     3.7%           13      14921
16:13:38     1851    45600        3     3.9%           13      14923
16:13:39     2900    47233        3     5.8%           13      14932
16:13:40     1862    45152        3     4.0%           13      14927
16:13:41     1864    46368        3     3.9%           13      14932
16:13:42     1921    46592        3     4.0%           13      14930
16:13:43     1880    46752        3     3.9%           13      14920
16:13:44     1865    47041        3     3.8%           13      14928
16:13:45     1904    44800        3     4.1%           13      14929
16:13:46     1917    46976        3     3.9%           13      14937
16:13:47     1877    46080        3     3.9%           13      14942
16:13:48     1891    46995        3     3.9%           13      14950
16:13:49     2035    65959        3     3.0%           13      14952
16:13:51     1939    27543        3     6.6%           13      14934
16:13:52     1874    27971        3     6.3%           13      14937
16:13:53     1933    29216        3     6.2%           13      14946
16:13:54     1895    27872        3     6.4%           13      14951
16:13:55     1932    32035        3     5.7%           13      14955
16:13:56     1929    28574        5     6.3%           13      14954
16:13:57     1863    30880        3     5.7%           13      14958
16:13:58     1859    27104        4     6.4%           13      14960
16:13:59     1864    29369       13     6.0%           13      14960
16:14:00     1892    46272        3     3.9%           13      14968
16:14:01     1865    47358        3     3.8%           13      14970
16:14:02     1879    46784        3     3.9%           13      14976
16:14:03     1919    45920        3     4.0%           13      14954
16:14:04     1903    43935        6     4.2%           13      14950
16:14:05     1895    46688        3     3.9%           13      14956
16:14:06     2629    47264        3     5.3%           13      14964
16:14:07     1860    46400        3     3.9%           13      14963
16:14:08     1910    47104        3     3.9%           13      14952
16:14:09     1895    44707        7     4.1%           13      14950
16:14:10     1832    47520        3     3.7%           13      14959
16:14:11     1862    46336        3     3.9%           13      14963
16:14:12     1830    46912        3     3.8%           13      14971
16:14:13     1891    46400        3     3.9%           13      14975
16:14:14     1856    45250        5     3.9%           13      14975
16:14:15     1873    47072        3     3.8%           13      14983
16:14:16     1849    46592        3     3.8%           13      14988
16:14:17     1880    47456        3     3.8%           13      14972
16:14:18     1878    45834        3     3.9%           13      14974
16:14:19     1833    47489        3     3.7%           13      14983
16:14:20     1885    45184        3     4.0%           13      14989
16:14:21     1799    47136        3     3.7%           13      14997
16:14:22     1843    46816        3     3.8%           13      14996
16:14:23     2898    46848        3     5.8%           13      15000
16:14:24     1829    46913        3     3.8%           13      14990
16:14:25     1864    44800        3     4.0%           13      15000
16:14:26     1847    47518        5     3.7%           13      15010
16:14:27     1843    45888        3     3.9%           13      14994
16:14:28     1848    47008        3     3.8%           13      15000
16:14:29     1817    46689        3     3.7%           13      15006
16:14:30     1892    43264        4     4.2%           13      15001
16:14:31     1808    46719        3     3.7%           13      15007
16:14:32     1881    46943        3     3.9%           13      15014
16:14:33     1901    46688        3     3.9%           13      15019
16:14:34     1803    46209        3     3.8%           13      15022
16:14:35     1906    41725        7     4.4%           13      15013
16:14:36     1878    46304        3     3.9%           13      15016
16:14:37     1860    47264        3     3.8%           13      15025
16:14:38     1894    45728        3     4.0%           13      15026
16:14:39     1893    47393        3     3.8%           13      15035
16:14:40     1876    44352        3     4.1%           13      15033
16:14:41     1904    47041        3     3.9%           13      15040
16:14:42     1848    46432        3     3.8%           13      15044
16:14:43     1887    46752        3     3.9%           13      15043
16:14:44     1857    46625        3     3.8%           13      15042
16:14:45     1921    44416        3     4.1%           13      15043
16:14:46     1851    46656        3     3.8%           13      15048
16:14:47     1889    46144        3     3.9%           13      15050
16:14:48     1879    47104        3     3.8%           13      15057
16:14:49     1856    46081        3     3.9%           13      15060
16:14:50     1879    44512        3     4.1%           13      15061
16:14:51     1879    45856        3     3.9%           13      15062
16:14:52     1846    46944        3     3.8%           13      15068
16:14:53     1856    46528        3     3.8%           13      15063
16:14:54     1889    46625        3     3.9%           13      15066
16:14:56     1892    42879        4     4.2%           13      15059
16:14:57     1878    46015        4     3.9%           13      15061
16:14:58     1857    46974        5     3.8%           13      15067
16:14:59     1874    46207        4     3.9%           13      15070
16:15:00     1864    47201        3     3.8%           13      15076
16:15:01     1868    44191        4     4.1%           13      15074
16:15:02     2630    47136        3     5.3%           13      15080
16:15:03     1919    45791        3     4.0%           13      15082
16:15:04     1852    46655        3     3.8%           13      15077
16:15:05     1856    46369        3     3.8%           13      15079
16:15:06     1844    43453        9     4.1%           13      15081
16:15:07     1948     7744        6    20.1%           13      15061
16:15:08     1878        0        3   100.0%           13      15061
16:15:09     1860        0        1   100.0%           13      15061
16:15:10     1888        2        1    99.9%           13      15061
16:15:11     1858        0        2   100.0%           13      15061
16:15:12     1887        0        1   100.0%           13      15061
16:15:13     1858        0        1   100.0%           13      15061
16:15:14     1876        0        1   100.0%           13      15061
16:15:15     1877        2        1    99.9%           13      15061
16:15:16     1877        0        1   100.0%           13      15061
16:15:17     1871        0        1   100.0%           13      15061
16:15:18     1887        0        1   100.0%           13      15061
16:15:19     1876        0        1   100.0%           13      15061
16:15:20     1886        2        1    99.9%           13      15061
16:15:21     1878        0        1   100.0%           13      15061
16:15:22     1862        0        1   100.0%           13      15061
16:15:23     1875        0        1   100.0%           13      15061
16:15:24     1877        0        1   100.0%           13      15061
16:15:25     1887        2        1    99.9%           13      15061
16:15:26     1867        0        1   100.0%           13      15061
16:15:27     1873        0        1   100.0%           13      15061
16:15:28     1843        0        3   100.0%           13      15061
16:15:29     1869        0        1   100.0%           13      15061
16:15:30     1847        2        1    99.9%           13      15061
16:15:31     1861        0        2   100.0%           13      15061
16:15:32     1844        0        1   100.0%           13      15061
16:15:33     1860        0        1   100.0%           13      15061
16:15:34     1862        0        1   100.0%           13      15061
16:15:35     1859        2        1    99.9%           13      15061
16:15:36     1847        0        1   100.0%           13      15061
16:15:37     1860        0        1   100.0%           13      15061
16:15:38     1858        0        1   100.0%           13      15061
16:15:39     1863        0        1   100.0%           13      15061
16:15:40     1859        2        1    99.9%           13      15061
16:15:41     1869        0        1   100.0%           13      15061
16:15:42     1878        0        1   100.0%           13      15061
16:15:43     1876        0        1   100.0%           13      15061
16:15:44     1848        0        1   100.0%           13      15061
16:15:45     1876        2        1    99.9%           13      15061
16:15:46     1889        0        1   100.0%           13      15061
16:15:47     1872        0        1   100.0%           13      15061
16:15:48     1877        0        1   100.0%           13      15061
16:15:49     1848        0        1   100.0%           13      15061
16:15:50     1875        2        1    99.9%           13      15061
16:15:51     1887        0        1   100.0%           13      15061
16:15:52     1879        0        1   100.0%           13      15061
16:15:53     1886        0        1   100.0%           13      15061
16:15:54     1887        0        1   100.0%           13      15061
16:15:55     1887        2        1    99.9%           13      15061
16:15:56     1890        0        1   100.0%           13      15061
16:15:57     1862        0        1   100.0%           13      15061
16:15:58     1862        0        3   100.0%           13      15061
16:15:59     1845        0        1   100.0%           13      15061
16:16:00     1865        2        1    99.9%           13      15061
16:16:01     1877        0        2   100.0%           13      15061
16:16:02     1885        0        2   100.0%           13      15061
16:16:03     1880        0        1   100.0%           13      15061
16:16:04     1876        0        1   100.0%           13      15061
16:16:05     1874        2        1    99.9%           13      15061
16:16:06     1860        0        4   100.0%           13      15061
16:16:07     1877        0        1   100.0%           13      15061
16:16:08     1890        0        1   100.0%           13      15061
16:16:09     1889        0        1   100.0%           13      15061
16:16:10     1893        2        1    99.9%           13      15061
16:16:11     1875        0        1   100.0%           13      15061
16:16:12     1886        0        1   100.0%           13      15061
16:16:14     1859        0        1   100.0%           13      15061
16:16:15     1886        0        1   100.0%           13      15061
16:16:16     1875        2        1    99.9%           13      15061
16:16:17     1863        0        1   100.0%           13      15061
16:16:18     1873        0        1   100.0%           13      15061
16:16:19     1863        0        1   100.0%           13      15061
16:16:20     1863        0        1   100.0%           13      15061
16:16:21     1858        2        1    99.9%           13      15061
16:16:22     1894        0        1   100.0%           13      15061
16:16:23     1888        0        1   100.0%           13      15061
16:16:24     1873        0        1   100.0%           13      15061
16:16:25     1876        0        1   100.0%           13      15061
16:16:26     1872        2        1    99.9%           13      15061
16:16:27     1873        0        1   100.0%           13      15061
16:16:28     1889        0        1   100.0%           13      15061
16:16:29     1880        0        1   100.0%           13      15061
16:16:30     1872        0        3   100.0%           13      15061
16:16:31     1870        2        1    99.9%           13      15061
16:16:32     1871        0        2   100.0%           13      15061
16:16:33     1870        0        1   100.0%           13      15061
16:16:34     1860        0        1   100.0%           13      15061
16:16:35     1847        0        1   100.0%           13      15061
16:16:36     1855        2        1    99.9%           13      15061
16:16:37     1877        0        1   100.0%           13      15061
16:16:38     1876        0        1   100.0%           13      15061
16:16:39     1855        0        1   100.0%           13      15061
16:16:40     1832        0        1   100.0%           13      15061
16:16:41     1877        2        1    99.9%           13      15061
16:16:42     1869        0        1   100.0%           13      15061
16:16:43     1827        0        1   100.0%           13      15061
16:16:44     1830        0        1   100.0%           13      15061
16:16:45     1872        0        1   100.0%           13      15061
16:16:46     1867        2        1    99.9%           13      15061
16:16:47     1846        0        1   100.0%           13      15061
16:16:48     1889        0        1   100.0%           13      15061
16:16:49     1874        0        1   100.0%           13      15061
16:16:50     1888        0        1   100.0%           13      15061
16:16:51     1889        2        1    99.9%           13      15061
16:16:52     1873        0        1   100.0%           13      15061
16:16:53     1878        0        1   100.0%           13      15061
16:16:54     1879        0        1   100.0%           13      15061
16:16:55     1845        0        1   100.0%           13      15061
16:16:56     1860        2        1    99.9%           13      15061
16:16:57     1877        0        1   100.0%           13      15061
16:16:58     1885        0        1   100.0%           13      15061
16:16:59     1873        0        1   100.0%           13      15061
16:17:00     1888        0        3   100.0%           13      15061
16:17:01     1884      121        1    94.0%           13      15061
16:17:02     4441        8       10    99.8%           13      15061
16:17:03     1890        0        1   100.0%           13      15061
16:17:04     1885        0        1   100.0%           13      15061
16:17:05     1881        0        1   100.0%           13      15061
16:17:06     1861        2        1    99.9%           13      15061
16:17:07     1875        0        1   100.0%           13      15061
16:17:08     1887        0        1   100.0%           13      15061
16:17:09     1889        0        1   100.0%           13      15061
16:17:10     1885        0        1   100.0%           13      15061
16:17:11     1879        2        1    99.9%           13      15061
16:17:12     1878        0        1   100.0%           13      15061
16:17:13     1857        0        1   100.0%           13      15061
16:17:14     1877        0        1   100.0%           13      15061
16:17:15     1887        0        1   100.0%           13      15061
16:17:16     1873        2        1    99.9%           13      15061
16:17:17     1872        0        1   100.0%           13      15061
16:17:18     1893        0        1   100.0%           13      15061
16:17:19     1873        0        1   100.0%           13      15061
16:17:20     1882        0        1   100.0%           13      15061
16:17:21     1878        2        1    99.9%           13      15061
16:17:22     1869        0        1   100.0%           13      15061
16:17:23     1879        0        1   100.0%           13      15061
16:17:24     1888        0        1   100.0%           13      15061
16:17:25     1886        0        1   100.0%           13      15061
16:17:26     1876        2        1    99.9%           13      15061
16:17:27     1862        0        1   100.0%           13      15061
16:17:28     1860        0        1   100.0%           13      15061
16:17:29     1848        0        1   100.0%           13      15061
16:17:30     1889        0        3   100.0%           13      15061
16:17:31     1884        2        1    99.9%           13      15061
16:17:33     1888        0        2   100.0%           13      15061
16:17:34     1863        0        1   100.0%           13      15061
16:17:35     1869        0        1   100.0%           13      15061
16:17:36     1862        0        1   100.0%           13      15061
16:17:37     1861        2        1    99.9%           13      15061
16:17:38     1844        0        1   100.0%           13      15061
16:17:39     1832        0        1   100.0%           13      15061
16:17:40     1860        0        1   100.0%           13      15061
16:17:41     1866        0        1   100.0%           13      15061
16:17:42     1859        2        1    99.9%           13      15061
16:17:43     1860        0        1   100.0%           13      15061
16:17:44     1869        0        1   100.0%           13      15061
16:17:45     1861        0        1   100.0%           13      15061
16:17:46     1832        0        1   100.0%           13      15061
16:17:47     1858        2        1    99.9%           13      15061
16:17:48     1842        0        1   100.0%           13      15061
16:17:49     1844        0        1   100.0%           13      15061
16:17:50     1860        0        1   100.0%           13      15061
16:17:51     1847        0        1   100.0%           13      15061
16:17:52     1879        2        1    99.9%           13      15061
16:17:53     1874        0        1   100.0%           13      15061
16:17:54     1889        0        1   100.0%           13      15061
16:17:55     1893        0        1   100.0%           13      15061
16:17:56     1884        0        1   100.0%           13      15061
16:17:57     1876        2        1    99.9%           13      15061
16:17:58     1893        0        1   100.0%           13      15061
16:17:59     1886        0        1   100.0%           13      15061
16:18:00     1891        0        1   100.0%           13      15061
16:18:01     1877        0        1   100.0%           13      15061
16:18:02     1878        0        3   100.0%           13      15061
16:18:03     1890        0        2   100.0%           13      15061
16:18:04     1861        0        1   100.0%           13      15061
16:18:05     1883        0        1   100.0%           13      15061
16:18:06     1886        0        1   100.0%           13      15061
16:18:07     1868        1        1    99.9%           13      15061
